"tip","ass_bid","ass_tid"
"52","3","889253","Варваринът","Barbarian Male","Карнавален костюм делукс, съдържащ: туника с наметка, колан, маншети, имитация обувки, лента за главата и верига.","<div>Contains:</div>
<div>Tunic w/ Cape, Belt, Gauntlets, Bootcover, Headpiece &amp; Chain</div>
<div>DELUXE&nbsp;</div>","S, M, L","0","0.00","0.00","1","65.00","0.00","889153.jpg","1","301"
"53","3","15239","Съдийска тога","Judge Robe","&nbsp;","&nbsp;","S, M, L","0","0.00","0.00","1","18.00","0.00","15139.jpg","1","313"
"54","3","55129","Затворникът","Prisioner Man","Карнавален костюм, съдържащ: шапка, блуза и панталон.","<div>Contains:</div>
<div>Hat, shirt and pantsSpecial Features:Fuller cut&nbsp;</div>","S, M, L","0","0.00","0.00","1","35.00","0.00","55029.jpg","1","321"
"55","3","16449","Пастор делукс","Friar Tuck","<div>Карнавален костюм, съдържащ: роба с качулка&nbsp;</div>
<div>и коланче.</div>","<div>Contains:</div>
<div>Hooded robe and belt cord DELUXE.</div>","M, L, XL","0","0.00","0.00","1","30.00","0.00","16349.jpg","1","330"
"56","3","16924","Отчето","Friar Tuck","<div>Карнавален костюм, съдържащ: роба с качулка и коланче.</div>","<div>Contains:</div>
<div>Wig, hooded robe and belt cord</div>
<div>&nbsp;</div>","M, L, XL","0","0.00","0.00","1","40.00","0.00","16824.jpg","1","62"
"57","3","17406","Самураят войн","Samurai Warrior","<div>Карнавален костюм, съдържащ: шапка, блуза,</div>
<div>туника, панталон и колан.</div>","<div>Contains:</div>
<div>Hat, shirt, overtunic, waist sash and pants</div>
<div>Special Features:</div>
<div>Full Cut&nbsp;</div>","M, L, XL","0","0.00","0.00","1","50.00","0.00","17306.jpg","1","337"
"58","3","887125","Нинджа дракон","Dragon Ninja Warrior","<div>Карнавален костюм, съдържащ: блуза с качулка, панталон, колан и кърпа.</div>
<div>&nbsp;</div>","<div>Contains:</div>
<div>Hooded Shirt, pants, waist sash and face scarf.</div>
<div>&nbsp;</div>","S, M, L","0","0.00","0.00","1","40.00","0.00","887025.jpg","1","338"
"59","3","15120","Шейх ","Abdul, Sheik of Persia","Карнавален костюм, съдържащ: кърпа и лента за глава,роба и колан.","<div>Contains:</div>
<div>Headpiece, robe and waist sash.</div>","M/L","0","0.00","0.00","1","45.00","0.00","15020.jpg","1","344"
"60","3","55148","Али баба","Ali Baba","Карнавален костюм, съдържащ: кърпа и лента за глава и роба.","<div>Contains:</div>
<div>Headpiece and robe</div>
<div>Special Features:</div>
<div>Fuller cut&nbsp;</div>","М, L, XL","0","0.00","0.00","1","40.00","0.00","55048.jpg","1","345"
"61","3","15268","Кралица на красотата","Beauty Queen","Карнавален костюм, съдържащ: диадема и рокля с лента.","<div>Contains:</div>
<div>Tiara &amp; dress with sash</div>
<div>&nbsp;</div>","S, M, L, XL","0","0.00","0.00","1","50.00","0.00","15839.jpg","1","355"
"62","3","1060","Памучна пиратска риза - бяла","Pirate Shirt - Natural","&nbsp;","&nbsp;","S, M, L, XL","0","0.00","0.00","1","25.00","0.00","960.jpg","1","295"
"63","3","1257","Памучна пиратска риза - черна","Black Pirate Shirt","&nbsp;","&nbsp;","S, M, L, XL","0","0.00","0.00","1","20.00","0.00","1157.jpg","1","297"
"64","3","1255","Памучна пиратска риза - червена","Red Pirate Shirt","&nbsp;","&nbsp;","S, M, L, XL","0","0.00","0.00","1","20.00","0.00","1155.jpg","1","296"
"65","2","16035","Ловец на зли сили","Slayer Chancellor","<div>Карнавален костюм, съдържащ: роба с качулка,&nbsp;медальон и колан.</div>","<div>Contains:&nbsp;Hooded robe, vinyl medallion, &amp; belt cord.</div>
<div>Special Features:&nbsp;Vinyl medallion.</div>","S, M, L","0","0.00","0.00","1","45.00","0.00","15935.jpg","1","415"
"66","8","12025","Детективски мустаци","INVESTIGATOR TASH,BLACK,Bushy","&nbsp;","&nbsp;&nbsp;","-","0","0.00","0.00","1","5.00","0.00","11925.jpg","1","47"
"67","3","15292","Ловец на зли сили","Slayer Chancellor","<div>Карнавален костюм, съдържащ: роба с качулка,&nbsp;медальон и колан.</div>","<div>Contains:&nbsp;Hooded robe, vinyl medallion, &amp; belt cord.</div>
<div>Special Features:&nbsp;Vinyl medallion.&nbsp;</div>","S, M, L","0","0.00","0.00","1","45.00","0.00","15192.jpg","1","259"
"68","8","29138","Комплект Бъни","BUNNY SET","&nbsp;съдържа: ушички, папионка и<br />
&nbsp;опашка","PINK/WHITE,EARS,BOWTIE &amp; TAIL","S, M, L","0","14.00","0.00","1","6.00","0.00","29038.jpg","1","49"
"69","2","16998","Шахматна царица","Chess Queen","Карнавален костюм, съдържащ: рокля, шапка и маска.","<div>Contains:&nbsp;Dress, headpiece and mask.</div>","S, M, L","0","0.00","0.00","1","45.00","0.00","16898.jpg","1","414"
"70","3","16997","Шахматен цар","Chess King","<div>Карнавален костюм, съдържащ: роба,шапка&nbsp;и маска.</div>","<div>Contains:&nbsp;Robe, headpiece and mask.</div>","S, M, L, XL","0","0.00","0.00","1","45.00","0.00","16897.jpg","1","312"
"71","2","889178","Пиратката делукс","Airship pirate","Дамски, карнавален, пиратски костюм от делукс серията, който съдържа: жакет, панталон, дантелена блуза, пиратска шапка и гети.","<div>Jacket, Pants, Blouse, Spats, Hat &amp; Belt.</div>","STD","1","0.00","0.00","1","65.00","0.00","889078.jpg","1","88"
"72","2","889274","Господарката на моретата","Pirate","<div>Карнавален костюм -&nbsp;делукс,&nbsp;съдържащ: жакет с блуза, панталон и шапка.</div>","<div>Contains:&nbsp;Jacket w/att Blouse, Pants &amp; Hat DELUXE.</div>","S/M/L","0","0.00","0.00","1","60.00","0.00","889174.jpg","1","421"
"73","8","29566","Комплект Коте","CAT SET","Съдържа: ушички, папионка и<br />
&nbsp;опашка","INSTANT, EARS, BOW-TIE AND TAIL","-","0","14.00","0.00","1","6.00","0.00","294661.jpg","1","50"
"74","2","887117","Пиратката","Bounty of the Seas","<div>Карнавален костюм, съдържащ: блуза, пола,&nbsp;колан и кърпа за глава.</div>","<div>Contains:&nbsp;Blouse with lace-up bodice, skirt,&nbsp;waist sash and headband.</div>","S, M, L","0","0.00","0.00","1","35.00","0.00","887017.jpg","1","433"
"75","2","16029","Нощна сирена","Midnight Siren","<div>Карнавален костюм, съдържащ: яка с медальон,&nbsp;кадифена рокля, жилетка с катарама.</div>","<div>Contains:&nbsp;Choker with medallion, velvet dress, vest with buckles.</div>
<div>Special Features:&nbsp;Made with real velvet.</div>"," L, XL","0","0.00","0.00","1","45.00","0.00","15929.jpg","1","411"
"76","2","88772","Скарлет вамптреса","Scarlet Vamptessa","<div>Карнавален костюм -&nbsp;делукс,&nbsp;съдържащ: рокля с вдигната яка.</div>","<div>Contains:&nbsp;Dress with stand-up collar -&nbsp;DELUXE!!!</div>","  L/ XL","0","0.00","0.00","1","80.00","0.00","888672.jpg","1","437"
"77","2","55200","Баронеса","Royal Vampiress","Карнавален костюм, съдържащ: рокля от сатен.","<div>Contains: Satin&nbsp;Dress.</div>"," M, L, XL","0","0.00","0.00","1","80.00","0.00","55100.jpg","1","302"
"78","8","12009","Мускетарски мустаци и брада","CAVALIER SET","&nbsp;","&nbsp;","-","0","14.00","0.00","1","0.00","0.00","11909.jpg","1","51"
"79","2","16940","Вампирката","Scarlet Vampira","Карнавален костюм, съдържащ: кадифена рокля с акценти от винил и вдигната яка.","<div>Contains:&nbsp;Velvet dress with vinyl accents and stand up collar.</div>
<div>Special Features:&nbsp;Made with real velvet.&nbsp;</div>","S, M, L","0","0.00","0.00","1","45.00","0.00","16840.jpg","0","548"
"80","2","16925","Пепеляшка","Sinderella","Карнавален костюм, съдържащ: рокля и корсет с връзки отпред.","<div>Contains: Dress,&nbsp;Intricate Bodice.</div>","M, L, XL","0","0.00","0.00","1","45.00","0.00","16825.jpg","1","439"
"81","8","1538","Царска корона","CROWN_KINGS JEWELLED Gold ","&nbsp;","&nbsp;","-","0","0.00","0.00","1","5.00","0.00","1438.jpg","1","52"
"82","2","887110","Готическа контеса","Gothic Countess","Карнавален костюм, съдържащ: рокля, болеро с яка.","<div>Contains:&nbsp;Dress with attached Jacket and Collar.</div>","M/L/ XL","0","0.00","0.00","1","40.00","0.00","887010.jpg","1","440"
"83","2","888156","Среднощна лейди","Midnight Vampira","Карнавален костюм, съдържащ: рокля с качулка и връзка отпред.","<div>Contains:&nbsp;Hooded Dress with Lace-up Front.</div>","S, M","0","0.00","0.00","1","35.00","0.00","888056.jpg","1","441"
"84","2","21863","Медицинска сестра","NURSE SEXY COSTUME","Карнавален костюм съдържащ: рокличка, престилка и шапка.","Dress, Hat, Apron,&nbsp;","S, M, L","0","80.00","0.00","1","25.00","0.00","21763.jpg","1","453"
"85","8","23204","Медицинска спринцовка ","SYRINGE","&nbsp;","&nbsp;","-","0","0.00","0.00","1","5.00","0.00","23104.jpg","1","53"
"86","8","31894","Златен бастун с диаманти","PIMP CANE,GOLD W/DIAMANTE","&nbsp;","&nbsp;","-","0","0.00","0.00","1","10.00","0.00","31794.jpg","1","54"
"87","8","22618","Розови белезници с ключе","HANDCUFFS,LOVE CUFFS,PINK FUR","&nbsp;&nbsp;","&nbsp;&nbsp;","-","0","0.00","0.00","1","5.00","0.00","22518.jpg","1","55"
"88","7","30719","Перука Барок","BAROQUE WIG","&nbsp;&nbsp;","&nbsp;","-","0","0.00","0.00","1","20.00","0.00","30619.jpg","1","46"
"89","5","35013","Домино със златисти елементи","EYEMASK, PERSIAN, BLACK AND GOLD","&nbsp;&nbsp;&nbsp;","&nbsp;","-","0","0.00","0.00","1","5.00","0.00","34913.jpg","1","55"
"90","6","26592","Цилидър с пайети","TOPPER BLACK FELT WITH SEQUINS HAT","&nbsp;","&nbsp;","-","0","0.00","0.00","1","6.00","0.00","26492.jpg","1","37"
"91","3","98906","Батман","BAT COSTUME","Карнавален костюм, съдържащ :наметка с качулка и домино","Cape with Hood,Eyemask","S, M, L","0","0.00","0.00","0","25.00","0.00","98806.jpg","1","220"
"92","8","30472","Пиратски пищов","TALES OF OLD ENGLAND DICK TURPIN PISTOL","&nbsp;","&nbsp;","-","0","0.00","0.00","1","5.00","0.00","30372.jpg","1","57"
"93","5","35217","Пиратска PVC  маска","MASK,HALF FACE PIRATE PVC ","&nbsp;","&nbsp;","-","0","0.00","0.00","1","12.00","0.00","35117.jpg","1","58"
"94","8","22249","Ръкавици скелет","GLOVES,SKELETON,ADULT,RaisedBones","&nbsp;","&nbsp;&nbsp;","-","0","0.00","0.00","1","8.00","0.00","22149.jpg","1","58"
"95","8","25317","Ръкавици с червени нокти","GLOVES,HALLOWEEN,Red Nails","&nbsp;&nbsp;","&nbsp;&nbsp;","-","0","0.00","0.00","1","8.00","0.00","25217.jpg","1","60"
"96","8","20801","Вампирски зъби","TEETH,FANGS,WHITE","&nbsp;","&nbsp;","-","0","8.00","0.00","0","0.00","0.00","20701.jpg","1","61"
"97","2","30413","Барок лейди","BAROQUE FANTASY DRESS BLUE","&nbsp;Kарнавален костюм, съдържащ: рокля, горна пола,<br />
корсет и&nbsp; бижу.","BAROQUE FANTASY KIT BLUE, MINI DRESS BLUE, BAROQUE FANTASY MASK BLUE.","S, M, ","0","0.00","0.00","1","80.00","0.00","30313.jpg","1","342"
"98","5","30415"," Барок маска","BAROQUE FANTASY MASK,BLUE","&nbsp;","&nbsp;","-","0","0.00","0.00","1","15.00","0.00","30315.jpg","1","56"
"99","8","30418","Украса за коса за кабаретна танцьорка","SEQUIN FEATHER HAIR-CLIP","&nbsp;","&nbsp;&nbsp;","-","0","0.00","0.00","1","10.00","0.00","30318.jpg","0","63"
"100","9","31844","Куче варварин","Barbarian King-dog","&nbsp;&nbsp;","&nbsp;&nbsp;&nbsp;&nbsp;","-","0","0.00","0.00","1","15.00","0.00","31744.jpg","1","1"
"101","9","31925","Куче пират","Pirate dog","&nbsp;","&nbsp;","-","0","0.00","0.00","1","12.00","0.00","31825.jpg","1","2"
"102","2","888770","Фешън вещица","COCKTAIL WITCH","<div>Карнавален костюм -&nbsp;делукс,&nbsp;съдържащ: рокля,колан и ръкавици.</div>","<div>Contains:&nbsp;Dress, Belt, Hat &amp; Glovelets!!! - DELUXE</div>
<div>&nbsp;</div>","S, M, L","0","0.00","0.00","1","45.00","38.00","888670.jpg","1","464"
"103","2","15129","Секси вещица","Sexy Witch","Карнавален костюм, съдържащ: рокля, колан и шапка.","<div>Contains:&nbsp;Dress &amp; belt.</div>","S, M, L","0","0.00","0.00","1","30.00","0.00","15029.jpg","1","469"
"104","2","15910","Весела вещица","Drucilla The Witch","Карнавален костюм, съдържащ: кадифена шапка с коса, рокля и колан. &nbsp;&nbsp;","<div>Contains:&nbsp;Velvet hat with hair, dress, purple and black velvet belt and striped tights.</div>","S, M, L","0","0.00","0.00","1","35.00","0.00","15810.jpg","1","470"
"105","2","15128","Вещица","Witch","Карнавален костюм, съдържащ: рокля и колан.","<div>Contains:&nbsp;Dress &amp; belt.</div>","S, M, L","0","0.00","0.00","1","25.00","0.00","15028.jpg","1","471"
"106","2","16076","Готическа дама","Gothic Vampiress","Карнавален костюм, съдържащ: кадифена яка, кадифена рокля с връзки отпред.","<div>Contains:&nbsp;Velvet collar &amp; velvet trimmed dress with drawstring.</div>
<div>Special Features:&nbsp;Made with real velvet.</div>"," M, L","0","0.00","0.00","1","50.00","0.00","15976.jpg","1","481"
"107","2","888151","Принцеса","Renaissance Queen","Карнавален костюм, съдържащ: рокля, колан и украшение за косата.","<div>Contains:&nbsp;Dress, Headpiece and Belt.</div>","S, M, L","0","0.00","0.00","1","55.00","0.00","888051.jpg","1","480"
"108","2","57107","Магьосница","Sorceress","Карнавален костюм, съдържащ: изправена яка и рокля.","<div>Contains:&nbsp;Stand-up collar and dress.</div>","S, M, L","0","0.00","0.00","1","45.00","0.00","57007.jpg","1","482"
"109","2","17308","Жената от джунглата","Jungle Jane","Карнавален костюм, съдържащ: блузка, пола, колан и лента за косата с тигрова щампа.","<div>Contains:&nbsp;Tiger print headband, top, belt with dagger &amp; skirt.</div>
<div>Special Features:&nbsp;Belt with dagger included.</div>","S, M","0","0.00","0.00","1","35.00","0.00","17208.jpg","1","483"
"110","2","888274","Опасната тигрица","Wild Thing","Карнавален костюм, съдържащ: рокля, опашка и ръкавици.","<div>Contains:&nbsp;Dress with attached tail, ears &amp; glovelets.</div>","S, M, L","0","0.00","0.00","1","50.00","40.00","888174.jpg","1","489"
"111","2","55430","Кралицата на Нил","Queen of the Nile","Карнавален костюм, съдържащ: рокля, колан, шапка и ръкави. &nbsp;&nbsp;","<div>Contains:&nbsp;Headpiece, dress &amp; sleevelets.</div>","S/M","0","0.00","0.00","1","60.00","0.00","55330.jpg","1","390"
"112","2","887131","Дракон лейди","Dragon Lady","Карнавален костюм, съдържащ: рокля, оби и украса за коса.","<div>Contains:&nbsp;Dress, Obi &amp; Headpiece.</div>","S/M","0","0.00","0.00","1","45.00","0.00","887031.jpg","1","384"
"113","2","15996","Кралицата на войната","Athena Warrior Queen","<div>&nbsp;</div>
<div>Карнавален костюм &nbsp;-&nbsp;делукс,&nbsp;съдържащ: украшение за косата, бижу, накитници, гръдна броня, наметка, колан и кадифена пола.</div>","<div>
<div>Contains:&nbsp;Headband, choker, full length cape, breastplate, wristguards, belt &amp; skirt.</div>
<div>Special Features:&nbsp;Skirt Made with Velvet.</div>
</div>","S, M,","0","0.00","0.00","1","55.00","0.00","15898.jpg","0","503"
"114","2","888825","Самурай","Glamorai","Карнавален костюм, съдържащ: рокля с доспехи и украшение за коса.","<div>Contains:&nbsp;DRESS W/ATT ARMOR &amp; HAIR STICKS.</div>
<div>&nbsp;</div>","S, M","0","0.00","0.00","1","50.00","0.00","888725.jpg","0","504"
"115","2","888823","Жената войн","Warrior Queen","Карнавален костюм, съдържащ: рокля с доспехи,горна пола,лента за косата и накитници.","<div>contains:&nbsp;DRESS W/ATT ARMOR, OVERSKIRT, HEADPIECE &amp; GUANTLETS.</div>
<div>&nbsp;</div>","S, M","0","0.00","0.00","1","50.00","0.00","888723.jpg","1","505"
"116","2","15245","Затворничка на любовта","Prisoner of Love","Карнавален костюм, съдържащ: шапка, блуза, ръкавици и панталон.","<div>Contains:&nbsp;Hat, shirt, feather trimmed glovelets and pants.&nbsp;</div>
<div>&nbsp;</div>","S, M, L","0","0.00","0.00","1","45.00","0.00","15145.jpg","1","506"
"117","2","888191","Късметлийската лейди","Lady Luck","Карнавален костюм, съдържащ: шапка, рокля и ръкавици.","<div>Contains:&nbsp;Hat, Dress and Gloves.</div>","S/ M/L","0","0.00","0.00","1","40.00","0.00","888091.jpg","1","112"
"118","8","6649","Боа от банкноти","Money Boa","&nbsp;","&nbsp;","S, M, L, XL","0","0.00","0.00","1","18.00","0.00","6549.jpg","1","64"
"119","2","16546","Мис Кити","Miss Kitty","Карнавален костюм, съдържащ: украшение за коса, рокля с марабу и дантелен корсет.","<div>Contains:Headpiece, dress with feather trim &amp; lace corset.</div>","S, M, L","0","0.00","0.00","1","55.00","0.00","16446.jpg","1","507"
"624","10","36780","Череп със всетещи очи","Skull with Glowing Eyes","<div>Перфектната&nbsp;украса за хелоуин или пиратска парти.</div>","&nbsp;","-","1","0.00","0.00","1","20.00","0.00","36680.jpg","1","2"
"121","2","15130","Дяволица","Devil Lady","Карнавален костюм, съдържащ: рокля с коланче. &nbsp;&nbsp;","<div>Contains:&nbsp;Dress &amp; waist sash.</div>
<div>Special Features:&nbsp;Headpiece not included.</div>","S, M, L, XL","0","0.00","0.00","1","25.00","0.00","15030.jpg","1","518"
"122","2","887112","Райско дяволче","Heavenly Devil","<div>Карнавален костюм, съдържащ: ролкя,крила,&nbsp;рогца, хало, опашка.</div>","<div>Contains:&nbsp;Dress, wings, halo/horns headpiece.</div>","S, M, L","0","0.00","0.00","1","45.00","0.00","887012.jpg","1","524"
"123","2","15313","Ангел","Heavenly Angel","<div>Карнавален костюм съдържащ: ореолче,&nbsp;крила, кадифена рокля с шифонени ръкави и колан.</div>","<div>Contains:&nbsp;Halo, feathered wings, feather trimmed velvet dress with sheer sleeves &amp; belt.</div>
<div>Special Features:&nbsp;dress made of velvet.</div>","S, M","0","0.00","0.00","1","45.00","0.00","15213.jpg","1","527"
"124","2","16445","Монахиня делукс","Nun","Карнавален костюм, съдържащ: роба, колан и &nbsp;монашеска кърпа за коса.","<div>Contains:&nbsp;Headpiece, robe &amp; belt cord.</div>"," M, L, XL","0","0.00","0.00","1","35.00","0.00","16345.jpg","1","148"
"125","2","15982","Монахиня","Nun","<div>Карнавален костюм, съдържащ: роба,&nbsp;монашеска кърпа за коса.</div>","<div>Contains:&nbsp;4-in-1 novelty headpiece &amp; dress.</div>","S, M, L","0","0.00","0.00","1","30.00","0.00","15882.jpg","1","532"
"126","2","886184","Падналия ангел","Fallen Angel","Карнавален костюм, съдържащ: рокля с крила.","<div>Contains:&nbsp;Dress and wings.</div>","S/M","0","0.00","0.00","1","50.00","0.00","886084.jpg","1","529"
"127","2","886182","Гореща дяволица","Devilicious","Карнавален костюм, съдържащ: рокля, ръкавици и рога.","<div>Contains:&nbsp;Dress, glovelets and horns.</div>
<div>&nbsp;</div>","S, M","0","0.00","0.00","1","30.00","0.00","886082.jpg","1","515"
"128","17","38974","Среднощен войн","Midnight Stalker","<div>Карнавален костюм -&nbsp;делукс,&nbsp;съдържащ :палто от материя, имитираща кожа, с яка и катарами</div>","<div>Contains:&nbsp;Double-breasted jacket with metal buckles.</div>","S, L","0","0.00","0.00","1","25.00","0.00","38874.jpg","1","89"
"129","17","881101","Лорд","Warlord","Карнавален костюм, съдържащ: роба с качулка, 3D колан и яка.","<div>Contains:&nbsp;Hooded robe, molded neckpiece and belt.</div>","S, M, L","0","0.00","0.00","1","25.00","0.00","881001.jpg","1","163"
"130","17","882897","Нинджа войн","Ninja Warrior","Карнавален костюм, съдържащ: Нагръдник с мусколест релеф, панталон, колан и маска.","<div>Contains:&nbsp;Muscle chest shirt with tattoo-like sleeves, pants with attached boot tops. waist sash and mask.</div>","30","0","0.00","0.00","1","30.00","0.00","882797.jpg","1","67"
"131","17","882050","Червен нинджа","Red Ninja","Карнавален костюм, съдържащ: блуза, панталон и лента за главата.","<div>Contains:&nbsp;Shirt, Pants &amp; Headband.</div>
<div>&nbsp;</div>","S, M, L","0","0.00","0.00","1","18.00","0.00","881950.jpg","1","188"
"132","17","882253","Войнът златния дракон","Gold Dragon Warrior ","Карнавален костюм, съдържащ: гащеризон с качулка, релефна броня, колан и маска.","<div>Contains:&nbsp;Hooded jumpsuit with EVA pieces, foam tabard, belt and molded mask.</div>
<div>Special Features:&nbsp;EVA molded accented pieces .</div>","S, M, L","0","0.00","0.00","1","30.00","0.00","882153.jpg","1","190"
"133","17","882214","Полицай","Police Officer","Карнавален костюм, съдържащ: шапка, жакет със значка и панталон.","<div>Contains:&nbsp;Hat, jacket &amp; pants.</div>","S, M, L","0","0.00","0.00","1","30.00","0.00","882114.jpg","1","13"
"134","17","882186","Специален агент","S.W.A.T. Team","Карнавален костюм, съдържащ: шлем, гащеризон, имитация на ботуши и жилетка с аксесоари.","<div>Contains:&nbsp;Helmet, jumpsuit with attached boot tops, vest with plastic phone flashlight, handcuffs and accessories.</div>
<div>Special Features:&nbsp;Grenade, binoculars, handcuffs and badge included.</div>","S, M, L","0","0.00","0.00","1","30.00","0.00","882086.jpg","1","152"
"135","17","38690","Командос","Commando","Карнавален костюм, съдържащ: шлем, гащеризон, имитация на ботуши и жилетка с аксесоари.","<div>Contains:&nbsp;Helmet, jumpsuit with attached boot tops, vest with dog tags, binoculars, grenade, phone, compass, knife &amp; canteen.</div>","S","0","0.00","0.00","1","25.00","0.00","38590.jpg","1","151"
"136","17","882900","Гладиатор","Gladiator","Карнавален костюм, съдържащ: блуза, туника, панталон и инитациа на ботуши.","<div>Contains:&nbsp;Shirt, tunic and pants with boot tops.</div>","S/ M","0","0.00","0.00","1","25.00","0.00","882800.jpg","1","130"
"137","17","38906","Кралят войн","Warrior King","<div>Карнавален костюм, съдържащ: качулка с&nbsp;корона, туника и имитация ботуши.</div>","<div>Contains:&nbsp;Headpiece with cowl, tunic and boot tops.</div>","S/ M","0","0.00","0.00","1","25.00","0.00","38806.jpg","1","132"
"138","17","881196","Средновековен войн","Medieval Lord","Карнавален костюм, съдържащ: туника, качулка и колан.","<div>Contains:&nbsp;tunic, hood with cowl and waist sash.</div>","M/ L","0","0.00","0.00","1","20.00","0.00","881096.jpg","1","131"
"139","17","882996","Капитан Блек","Captain Black","<div>Карнавален костюм -&nbsp;делукс,&nbsp;съдържащ: жакет, жилетка, панталон, имитация на ботуши,шапка и колан.</div>","<div>Contains:&nbsp;Jacket with attached vest, pants with attached boot tops, hat and waist sash.</div>","S, M, L","0","0.00","0.00","1","35.00","0.00","882896.jpg","1","36"
"140","17","883001","Капитан Джак","Sea Captain ","Карнавален костюм, съдържащ: риза, панталон, колан и пиратска кърпа.","<div>Contains:&nbsp;Shirt, pants, belt and head scarf.</div>
<div>&nbsp;</div>","S, L","0","0.00","0.00","1","25.00","0.00","882901.jpg","1","144"
"141","19","11864","Пиратски капитан","Pirate Captain","Карнавален костюм, съдържащ: риза с жилетка,панталон и колан ,кърпа с прикачена коса от прежда.","<div>Contains:&nbsp;Headpiece with attached yarn hair, shirt with attached vest, pants and waist sash.</div>","T, S","0","0.00","0.00","1","25.00","0.00","11764.jpg","1","25"
"143","17","881140","Пиратът Джо","Pirate King","Карнавален костюм, съдържащ: блуза, панталон, колан и лента за главата.","<div>Contains:&nbsp;Headband, printed shirt with vinyl front, pants and waist sash.</div>
<div>Special Features:&nbsp;Made with ''''Leather Look'''' .</div>","S, M, L","0","0.00","0.00","1","25.00","0.00","881040.jpg","1","145"
"144","17","883930","Пират от Острова на съкровищата","Peg Leg Pirate","Карнавален костюм, съдържащ: риза, панталон, колан, шапка, маска и дървен крак.","<div>
<div>Contains:&nbsp;Shirt, pants, belt, hat with hidden mask &amp; peg leg.</div>
<div>Special Features:&nbsp;Hidden face mask in hat.</div>
</div>","M/ L","0","0.00","0.00","1","30.00","0.00","883830.jpg","1","147"
"145","17","881151","Индиански вожд","Cherokee Warrior","Карнавален костюм, съдържащ: лента с пера за главата, блуза с кожени ресни и томахавка.","<div>Contains:&nbsp;Headpiece, shirt and tomahawk.</div>","S/ M","0","0.00","0.00","1","20.00","0.00","881051.jpg","1","136"
"146","19","11878","Индианче","Indian Boy","Карнавален костюм, съдържащ: блуза, понталон и перука с перо.","<div>Contains:&nbsp;Feathered headband with attached yarn hair and fringed shirt and pants.&nbsp;</div>","T/ S","0","0.00","0.00","1","30.00","0.00","11778.jpg","1","28"
"147","17","882028","Индианецът войн","Native American Warrior","<div>Карнавален костюм, съдържащ: блуза,&nbsp;панталон и коланче.</div>","<div>Contains:&nbsp;Shirt, pants &amp; waist sash.</div>"," M","0","0.00","0.00","1","18.00","0.00","881928.jpg","1","138"
"148","17","11837","Каубой","Cowboy","Карнавален костюм, съдържащ: шапка с прикачена коса,гащеризон с крачоли с ресни, жилетка и колан.","<div>Contains:&nbsp;Hat with attached yarn hair, jumpsuit with attached neckscarf, vest and belt.</div>
<div>Special Features:&nbsp;Attached yarn hair.&nbsp;</div>","T/ S","0","0.00","0.00","1","30.00","0.00","11737.jpg","1","135"
"150","4","883290","Скарлет вамптреса ","Scarlet Vamptessa ","<div>&nbsp;</div>
<div>Карнавален костюм -&nbsp;делукс,&nbsp;съдържащ: рокля с&nbsp;вдигната яка и корона.</div>
<a style=""display:none;"" href=""http://www.bagshopsite.com"">Replica Dolce &amp; Gabbana Handbags</a>","Contains: dress w/stand up collar &amp; headpiece!!!","S, M, L","0","0.00","0.00","1","35.00","0.00","883190.jpg","1","83"
"151","4","882590","Принцеса","Lady Of The Palace","Карнавален костюм, съдържащ: рокля от кадифе и коронка.","<div>Contains:&nbsp;Burgundy dress and headpiece with veil.</div>
<div>Special Features:&nbsp;Made of velvet.</div>","S, M, L","0","0.00","0.00","1","30.00","0.00","882490.jpg","1","124"
"152","4","881129","Готическа лейди","Gothic Vampiress","Карнавален костюм, съдържащ: кадифена яка, кадифена рокля с връзки отпред.","<div>Contains:</div>
<div>Velvet collar &amp; velvet trimmed dress with drawstring</div>
<div>Special Features:&nbsp;Made with real velvet.&nbsp;</div>","S, M, L","0","0.00","0.00","1","25.00","0.00","881029.jpg","1","125"
"153","4","881126","Готическа вещица","Gothic Witch","Карнавален костюм, съдържащ: шапка, кадифена яка, кадифена рокля с връзки отпред.","<div>Contains:&nbsp;Velvet trimmed hat &amp; dress with drawstring.</div>
<div>Special Features:&nbsp;Made with real velvet.&nbsp;</div>","S, M, L","0","0.00","0.00","1","25.00","0.00","881026.jpg","1","131"
"154","4","883256","Светеща магьосница","Moonlight Magic Witch","Карнавален костюм, съдържащ: рокля, присветкваща пола със светлинки и шапка.","<div>Contains:&nbsp;dress, fiber optic twinkle shirt and hat.</div>","T, S, M","0","0.00","0.00","1","35.00","0.00","883156.jpg","1","136"
"155","4","882237","Пъстроцветна могьосница","Glitter Witch","Карнавален костюм, съдържащ: шапка и рокля.","<div>Contains:&nbsp;Hat &amp; dress with sequin accents.&nbsp;</div>","T, S, M","0","0.00","0.00","1","25.00","0.00","882137.jpg","1","28"
"156","4","882830","Розовата Фея","Springtime Fairy","Карнавален костюм, съдържащ: рокля, крилца.","<div>Contains:&nbsp;Dress, wristlets (2), wings.</div>","T/ S","0","0.00","0.00","1","30.00","0.00","882730.jpg","1","153"
"157","4","883037","Принцеса Бел","Purple Southern Belle","<div>Карнавален костюм, съдържащ: рокля,колан и шапка.</div>","<div>Contains:&nbsp;dress, belt and hat.</div>","S, M, L","0","0.00","0.00","1","35.00","0.00","882937.jpg","1","149"
